cellnames,dataset,tSNE_1,tSNE_2,KNNpred,SVMpred,IDconsensus,Tom_cells
F2S4_160502_003_D01,T18,22.16034539,36.96153154,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160502_003_E01,T18,-3.270598518,7.319422649,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_003_F01,T18,10.64341424,4.42580849,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160502_003_G01,T18,16.84753362,7.595320414,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160502_003_H01,T18,-37.65615069,-14.64429426,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160502_004_B01,T18,26.26336589,8.940482284,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160502_004_C01,T18,17.49551222,-40.79121466,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_004_D01,T18,10.32930198,-41.40986123,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_004_E01,T18,14.40047571,6.52999446,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160502_004_F01,T18,-10.01767705,0.489500601,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_004_G01,T18,-26.42300059,0.264890965,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160502_004_H01,T18,3.536809442,22.84398152,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160502_005_B01,T18,-12.75551983,3.561282696,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_005_D01,T18,-7.610304967,7.923022203,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160502_005_E01,T18,-13.44749503,14.10164641,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160502_005_F01,T18,-45.54218337,-3.074011432,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160502_005_H01,T18,-30.23783801,-27.20384311,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160502_006_A01,T18,-3.958972,-40.57603433,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_006_B01,T18,19.46135541,-39.27510902,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_006_C01,T18,-11.91218097,-3.630465587,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_006_E01,T18,-44.27721896,-25.37633908,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160502_006_G01,T18,14.70687589,38.89679528,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160502_006_H01,T18,0.558309722,-24.39419941,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_007_A01,T18,34.2627836,-18.07411325,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_007_B01,T18,29.13987397,-0.893552401,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160502_007_C01,T18,-0.265826849,-35.63845269,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_007_D01,T18,46.92792774,-23.09139178,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_007_E01,T18,28.70354707,-5.903673525,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_007_F01,T18,24.0624462,-18.92617427,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_007_G01,T18,34.3040359,-17.97401073,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_007_H01,T18,23.14264035,-5.416888788,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_008_A01,T18,-37.45251084,-2.521320527,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160502_008_B01,T18,9.910850567,5.961668862,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160502_008_C01,T18,-11.21596633,6.726309499,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160502_008_D01,T18,54.85171105,25.18423171,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160502_008_E01,T18,15.06351878,39.33159223,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160502_008_F01,T18,44.71775081,-18.77446446,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_008_H01,T18,25.10305842,-27.02699654,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_009_A01,T18,-32.30084654,-29.83981638,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160502_009_B01,T18,-4.237501986,3.967080665,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_009_C01,T18,13.26587104,37.35627011,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160502_009_F01,T18,20.56921439,34.84915244,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160502_009_G01,T18,3.416980342,-31.02064429,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_009_H01,T18,2.920251192,0.052623466,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160502_010_B01,T18,52.91931698,27.81926016,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160502_010_C01,T18,-31.4408675,-0.096842352,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160502_010_D01,T18,13.55621544,45.19333177,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160502_010_F01,T18,-2.597238603,-43.93242736,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_010_G01,T18,-41.76141306,17.93478066,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160502_010_H01,T18,-2.011006647,1.46916742,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_011_C01,T18,-31.2564746,2.809929275,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160502_011_D01,T18,-37.03257873,-7.302922866,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160502_011_F01,T18,18.99780253,40.63299664,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160502_011_H01,T18,10.36350647,-46.47338616,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_012_A01,T18,-27.84289325,-20.09790983,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160502_012_B01,T18,-4.924962762,16.92590037,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160502_012_D01,T18,-12.38078634,4.595749264,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_012_E01,T18,14.5555192,6.388910849,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160502_012_F01,T18,-16.25238091,9.028333221,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_012_G01,T18,42.39068068,-23.72707938,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_012_H01,T18,22.26288248,17.73287507,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160502_013_A01,T18,-42.04968457,18.99504499,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160502_013_B01,T18,8.273425022,-50.22847717,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_013_D01,T18,22.21351049,17.88834192,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160502_013_E01,T18,-5.280297956,-38.50227308,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_013_F01,T18,33.4363938,-31.145859,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_013_G01,T18,-17.84112686,-5.244775861,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_013_H01,T18,13.19966703,39.20503714,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160502_014_A01,T18,-18.30856804,-0.22834099,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_014_B01,T18,51.27450143,-0.536203671,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_014_C01,T18,-29.92344509,-21.14132472,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160502_014_D01,T18,11.43415297,-33.37826918,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_014_E01,T18,-0.647355281,12.84801213,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160502_014_F01,T18,9.656601553,22.69578853,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160502_014_G01,T18,-22.54852306,-17.02599487,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160502_014_H01,T18,-2.804323025,25.73601377,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160502_015_A01,T18,-10.51046071,39.66305498,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160502_015_E01,T18,-9.388451299,-47.03166061,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_016_B01,T18,-6.848956139,48.19633522,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160502_016_G01,T18,-10.60663638,39.58962369,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160502_017_D01,T18,-12.89039042,34.27446169,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160502_017_E01,T18,26.08548323,4.166223409,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160502_017_F01,T18,29.54244904,-5.330196811,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_017_H01,T18,43.31763528,-17.21684832,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_018_A01,T18,42.71735855,5.97271289,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160502_018_B01,T18,46.32373442,-24.17443076,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_018_C01,T18,33.52355856,1.781279486,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160502_018_E01,T18,30.53044458,16.13229234,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160502_018_F01,T18,34.20278535,-21.40114904,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_018_G01,T18,37.5567411,29.35907074,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160502_019_A01,T18,42.73520945,27.43753934,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160502_019_B01,T18,19.61023199,-40.96396611,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_019_C01,T18,-26.56145588,-24.97482903,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160502_019_E01,T18,54.0284996,-11.48213904,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_019_F01,T18,31.62660023,-0.761906683,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160502_019_G01,T18,24.82069131,2.698309185,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160502_019_H01,T18,34.51961299,3.456832345,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160502_020_A01,T18,28.41854155,-34.93744677,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_020_D01,T18,-21.89621202,39.24650609,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160502_020_F01,T18,-20.53283767,36.50997275,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160504_001_F01,T18,43.6553438,-21.45143232,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_001_G01,T18,31.68662107,-32.5831813,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_001_H01,T18,32.41797161,7.606530924,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160504_002_B01,T18,46.16549434,-7.598767422,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_002_C01,T18,-23.56712788,-10.14584853,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160504_002_D01,T18,48.89290395,-20.15967869,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_002_E01,T18,30.32781823,12.3824962,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160504_003_A01,T18,28.13625857,5.351633935,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160504_003_B01,T18,24.67679407,-17.07646851,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160504_003_C01,T18,8.493434739,3.250344389,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160504_003_D01,T18,29.51547645,-34.8255805,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160504_003_E01,T18,41.80689499,-15.31584592,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_003_F01,T18,47.06225533,-22.8673336,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_003_G01,T18,37.32252171,27.94849613,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160504_004_A01,T18,-17.83523191,2.283972644,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160504_004_B01,T18,40.40892809,-28.96416563,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_004_C01,T18,53.1864617,24.62954836,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160504_004_D01,T18,-20.91646993,-12.82845558,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160504_004_F01,T18,37.00669412,28.20883547,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160504_004_G01,T18,30.48296183,1.65365985,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160504_004_H01,T18,3.556622002,0.380049144,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160504_005_B01,T18,43.06261349,27.54316087,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160504_005_C01,T18,24.3156386,0.979182538,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_005_D01,T18,36.24136782,3.555533585,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160504_005_E01,T18,40.7557131,-13.08413336,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_005_G01,T18,26.33118875,-37.11536652,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160504_005_H01,T18,30.60690336,-6.107406531,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_006_C01,T18,45.10781401,-2.40022177,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_006_E01,T18,13.43680189,20.11428062,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160504_006_G01,T18,25.42983014,-8.880009117,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_007_F01,T18,10.01063678,-42.06451522,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160504_008_F01,T18,21.52988693,-30.64027613,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160504_009_A01,T18,24.09569669,-34.07453272,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160504_009_B01,T18,35.87801163,28.28630486,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160504_009_C01,T18,27.22321103,12.13490098,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160504_009_D01,T18,30.93563121,-8.636705491,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_009_F01,T18,30.07768353,16.20798832,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160504_009_G01,T18,17.80046761,-40.60268042,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160504_009_H01,T18,31.03002093,11.64097624,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160504_010_B01,T18,37.8254817,21.30314393,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160504_010_C01,T18,23.52134551,-29.73744406,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160504_010_D01,T18,33.68807858,14.70692943,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160504_010_E01,T18,10.32074631,13.63354201,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160504_010_G01,T18,21.736207,0.846177932,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160504_010_H01,T18,16.4603921,23.07162803,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160504_011_F01,T18,-11.1107626,39.34338909,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160516_003_B01,T18,-32.35244538,30.25233299,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160516_008_D01,T18,-9.262608388,-47.17608332,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160516_008_F01,T18,-10.58177892,16.30429713,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160516_008_G01,T18,-24.46315211,13.52272109,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160516_008_H01,T18,37.97006348,-2.182639659,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160516_009_B01,T18,-25.4257078,-5.71344025,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160516_009_C01,T18,-37.06039866,8.872485123,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160516_010_B01,T18,-21.58261733,2.612970182,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160516_010_D01,T18,25.32086323,-39.3529895,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160516_010_G01,T18,-5.563784666,20.49769905,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160516_011_F01,T18,10.77595235,-47.9552548,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160516_012_H01,T18,22.80553499,13.52339669,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160516_013_C01,T18,-20.90869139,-12.75221073,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160516_013_D01,T18,22.76251923,13.38085999,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160516_013_F01,T18,-2.1371707,0.550809083,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160516_014_D01,T18,-41.03072122,10.96128975,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160516_014_E01,T18,28.97996246,-33.99606998,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160516_014_G01,T18,-12.69573277,-37.00010255,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160516_014_H01,T18,42.9023015,-18.88884065,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160516_015_C01,T18,-6.849297259,-27.38394501,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160516_015_F01,T18,-26.69438161,-24.94264764,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160516_015_G01,T18,3.636328051,18.29435093,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160516_016_G01,T18,-6.434918094,9.776863442,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160516_017_A01,T18,-9.454998823,47.61505851,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160516_017_D01,T18,-35.11071425,8.580970132,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160516_017_G01,T18,-20.53639311,-13.23204862,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160516_018_A01,T18,-32.11064952,-23.57369929,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160516_018_D01,T18,-34.83614041,-24.4386636,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160516_019_A01,T18,-19.71510979,-9.618454107,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160516_019_D01,T18,-18.86457325,30.86494266,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160516_019_F01,T18,-27.85885568,-25.15832177,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160516_019_H01,T18,19.58349624,-26.68471119,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160516_020_C01,T18,-35.55377049,-20.62431562,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160516_021_G01,T18,3.852721267,-31.6276858,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160516_029_E01,T18,-22.63943962,33.47285025,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
